id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
,#country+name,#country+iso3,#geo+lat,#geo+lon,,,#event+displacement_type,#total,#affected+displaced,#date+displacement,#date+displacement+start,#date+displacement+end,#date+year,,#event+name,,,#date+event+start,#date+event+end,,,#event+type,#event+subtype,,,,,,,,,#date+created,#description,#meta+url,#cause
189501,Palestine,PSE,32.06628,35.083511,"[32.06628, 35.083511]",Recommended figure,Conflict,total,7,2025-06-10,2025-06-10,2025-06-10,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Kafr ad Dik, West Bank, Palestinian Territories","32.06628, 35.083511",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-12T06:44:23.907315Z,"Palestine: 7 displacements (destroyed housing), 10 June - 10 June. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolition in Kafr ad Dik due to international armed conflict (iac) on 10 June.",https://demolition.ochaopt.org/login.aspx,Conflict
184788,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,24556,2025-06-11,2025-06-04,2025-06-11,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-06/Population%20Movement%20Monitoring%20Flash-Update%2017%201.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-06-11T13:56:30.798439Z,"Palestine: 24,556 displacements, 04 June - 11 June. A total of 24556 people were displaced due to international armed conflict (iac) on between 4 June and 11 June in the Gaza Strip, according to Shelter Cluster - Palestine",https://www.cccmcluster.org/sites/default/files/2025-06/Population%20Movement%20Monitoring%20Flash-Update%2017%201.pdf,Conflict
189523,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,9,2025-06-04,2025-06-04,2025-06-04,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-12T07:38:59.937977Z,"Palestine: 9 displacements (destroyed housing), 04 June - 04 June. International armed conflict (iac) resulted in a total of 9 people being displaced by housing demolition in Silwan on 4 June, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
189521,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,7,2025-06-03,2025-06-03,2025-06-03,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-12T07:35:11.008739Z,"Palestine: 7 displacements (destroyed housing), 03 June - 03 June. International armed conflict (iac) resulted in a total of 7 people being displaced by housing demolition in Jabal al Mukabbir on 3 June, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
189513,Palestine,PSE,31.83042,35.20549,"[31.83042, 35.20549]",Recommended figure,Conflict,total,10,2025-06-02,2025-06-02,2025-06-02,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Beit Hanina Village, West Bank, Palestinian Territories","31.83042, 35.20549",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-12T07:12:52.961264Z,"Palestine: 10 displacements (destroyed housing), 02 June - 02 June. International armed conflict (iac) resulted in a total of 10 people being displaced by housing demolition in Beit Hanina on 2 June, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
189436,Palestine,PSE,32.227291,35.242561,"[32.227291, 35.242561]",Recommended figure,Conflict,total,11,2025-05-29,2025-05-29,2025-05-29,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Nablus, Nablus Governorate, Judea and Samaria, Palestinian Territories","32.227291, 35.242561",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T21:34:58.840213Z,"Palestine: 11 displacements (destroyed housing), 29 May - 29 May. A total of 11 people were displaced by housing demolition due to international armed conflict (iac) on 29 May in Nablus, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
184565,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,7555,2025-06-03,2025-05-28,2025-06-03,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-06/Population%20Movement%20Monitoring%20Flash-Update%2017%201.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-06-04T11:18:20.683882Z,"Palestine: 7,555 displacements, 28 May - 03 June. International armed conflict (iac) resulted in a total of 7555 people being displaced in the Gaza Strip, between 28 May and 3 June, according to the Site Management Cluster - Palestine",https://www.cccmcluster.org/sites/default/files/2025-06/Population%20Movement%20Monitoring%20Flash-Update%2017%201.pdf,Conflict
189422,Palestine,PSE,31.83042,35.20549,"[31.83042, 35.20549]",Recommended figure,Conflict,total,5,2025-05-28,2025-05-28,2025-05-28,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Beit Hanina Village, West Bank, Palestinian Territories","31.83042, 35.20549",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T21:00:31.518715Z,"Palestine: 5 displacements (destroyed housing), 28 May - 28 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolition in Beit Hanina due to international armed conflict (iac) on 28 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189438,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,6,2025-05-28,2025-05-28,2025-05-28,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Hebron Governorate, Judea and Samaria, Palestinian Territories","31.505951, 35.11739",District/Zone/Department (ADM2),Origin,,2025-08-09T21:44:08.283178Z,"Palestine: 6 displacements (destroyed housing), 28 May - 28 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 6 people were displaced by hosuing demolition in Ar Rifa'iyya due to international armed conflict (iac) on 28 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189408,Palestine,PSE,31.707121,35.206589,"[31.707121, 35.206589]",Recommended figure,Conflict,total,9,2025-05-26,2025-05-26,2025-05-26,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Bethlehem, West Bank, Palestinian Territories","31.707121, 35.206589",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T07:03:45.625301Z,"Palestine: 9 displacements (destroyed housing), 26 May - 26 May. International armed conflict (iac) resulted in a total of 9 people being displaced by housing demolition in Khallet al Louza on 26 May, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
184368,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,22743,2025-05-27,2025-05-23,2025-05-27,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20Flash-Update%2015.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-31T10:13:43.357892Z,"Palestine: 22,743 displacements, 23 May - 27 May. A total of 22743 people were displaced due to international armed conflict (iac) between 23 and 27 May in the Gaza Strip, according to the Site Management Cluster - Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20Flash-Update%2015.pdf,Conflict
184141,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,10871,2025-05-22,2025-05-22,2025-05-22,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%207-%2005222025.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T09:42:57.292879Z,"Palestine: 10,871 displacements, 22 May - 22 May. International armed conflict (iac) resulted in a total of 10871 people being displaced in Gaza Strip on 22 May, according to the Site Management Cluster - Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%207-%2005222025.pdf,Conflict
189430,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,3,2025-05-22,2025-05-22,2025-05-22,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-09T21:22:06.076447Z,"Palestine: 3 displacements (destroyed housing), 22 May - 22 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced by housing demolition in Silwan due to international armed conflict (iac) on 22 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189416,Palestine,PSE,32.204571,35.115089,"[32.204571, 35.115089]",Recommended figure,Conflict,total,9,2025-05-22,2025-05-22,2025-05-22,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Baqat Al Hatab, West Bank, Palestinian Territories","32.204571, 35.115089",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T20:45:12.283398Z,"Palestine: 9 displacements (destroyed housing), 22 May - 22 May. International armed conflict (iac) resulted in a total of 9 people being displaced by housing demolition in Baqat Al Hatab on 22 May, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
184140,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,22548,2025-05-21,2025-05-21,2025-05-21,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005212025.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T09:38:09.819255Z,"Palestine: 22,548 displacements, 21 May - 21 May. International armed conflict (iac) resulted in a total of 22548 people being displaced in Gaza on 21 May, according to the Site Management Cluster - Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005212025.pdf,Conflict
184139,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,41734,2025-05-20,2025-05-20,2025-05-20,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005192025.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T09:33:56.878240Z,"Palestine: 41,734 displacements, 20 May - 20 May. International armed conflict (iac) resulted in a total of 41734 people being displaced in Gaza Strip on 20 May, according to the Site Management Cluster- Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005192025.pdf,Conflict
184138,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,33681,2025-05-19,2025-05-19,2025-05-19,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005192025%20%281%29%20%281%29.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T09:30:09.258742Z,"Palestine: 33,681 displacements, 19 May - 19 May. International armed conflict (iac) resulted in a total of 33681 people being displaced in the Gaza Strip, on 19 May, according to the Site Management Cluster - Palestine.",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005192025%20%281%29%20%281%29.pdf,Conflict
189425,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,3,2025-05-19,2025-05-19,2025-05-19,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-09T21:11:11.610575Z,"Palestine: 3 displacements (destroyed housing), 19 May - 19 May. International armed conflict (iac) resulted in a total of 3 people being displaced by housing demolition in Az Za'ayyem Bedouins on 19 May, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
189434,Palestine,PSE,32.07196,35.098782,"[32.07196, 35.098782]",Recommended figure,Conflict,total,16,2025-05-19,2025-05-19,2025-05-19,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Bruqin, West Bank, Palestinian Territories","32.07196, 35.098782",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T21:29:42.436740Z,"Palestine: 16 displacements (destroyed housing), 19 May - 19 May. International armed conflict (iac) resulted in a total of 16 people being displaced by housing demolition in Bruqin on 19 May, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
184137,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,29178,2025-05-18,2025-05-18,2025-05-18,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005182025.pdf,"Gaza Strip,  Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T09:26:05.608139Z,"Palestine: 29,178 displacements, 18 May - 18 May. According to clusters and consortias, a total of 29178 people were displaced in the Gaza Strip, Gaza Strip due to international armed conflict (iac) on 18 May",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005182025.pdf,Conflict
189410,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,5,2025-05-18,2025-05-18,2025-05-18,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-09T07:07:52.306494Z,"Palestine: 5 displacements (destroyed housing), 18 May - 18 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolition in Wadi al Joz due to international armed conflict (iac) on 18 May.",https://demolition.ochaopt.org/login.aspx,Conflict
183893,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,15215,2025-05-17,2025-05-15,2025-05-17,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-15-17-may-2025-ad-hoc-report,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-05-19T13:26:46.027191Z,"Palestine: 15,215 displacements, 15 May - 17 May. International armed conflict (iac) resulted in a total of 15,215 people being displaced in the Gaza Strip, between May 16 and May 17, according to the Site Management Cluster - Palestine",https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-15-17-may-2025-ad-hoc-report,Conflict
189401,Palestine,PSE,32.282749,35.384781,"[32.282749, 35.384781]",Recommended figure,Conflict,total,6,2025-05-15,2025-05-15,2025-05-15,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Tammun, West Bank, Palestinian Territories","32.282749, 35.384781",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T06:09:59.399065Z,"Palestine: 6 displacements (destroyed housing), 15 May - 15 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 6 people were displaced by housing demolition in Tammun, due to international armed conflict (iac) on 15 May.",https://demolition.ochaopt.org/login.aspx,Conflict
184132,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,20700,2025-05-16,2025-05-14,2025-05-16,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20-%20Ad-hoc%20Update%201.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T08:36:00.288604Z,"Palestine: 20,700 displacements, 14 May - 16 May. International armed conflict (iac) resulted in a total of 20700 people being displaced in the Gaza Strip between 14 - 16 May, according to the Site Management Cluster- Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20-%20Ad-hoc%20Update%201.pdf,Conflict
189404,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,9,2025-05-14,2025-05-14,2025-05-14,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-09T06:55:00.941642Z,"Palestine: 9 displacements (destroyed housing), 14 May - 14 May. A total of 9 people were displaced by housing demolition due to international armed conflict (iac) on 14 May in Umm Tuba, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
189412,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,8,2025-05-14,2025-05-14,2025-05-14,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-09T20:33:40.484886Z,"Palestine: 8 displacements (destroyed housing), 14 May - 14 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 8 people were displaced by housing demolition in Ramallah/Jerusalem due to international armed conflict (iac) on 14 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189420,Palestine,PSE,31.98653,35.039051,"[31.98653, 35.039051]",Recommended figure,Conflict,total,1,2025-05-14,2025-05-14,2025-05-14,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Shuqba, West Bank, Palestinian Territories","31.98653, 35.039051",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T20:57:19.332265Z,"Palestine: 1 displacement (destroyed housing), 14 May - 14 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 1 person was displaced due to housing demolition in Shuqba, due to international armed conflict (iac) on 14 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189440,Palestine,PSE,31.526369,35.009129,"[31.526369, 35.009129]",Recommended figure,Conflict,total,7,2025-05-12,2025-05-12,2025-05-12,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Suba - Dura, Hebron Governorate, Judea and Samaria, Palestinian Territories","31.526369, 35.009129",Point,Origin,,2025-08-09T21:44:08.404512Z,"Palestine: 7 displacements (destroyed housing), 12 May - 12 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolition in Suba due to international armed conflict (iac) on 12 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189423,Palestine,PSE,31.816669,35.291229,"[31.816669, 35.291229]",Recommended figure,Conflict,total,5,2025-05-10,2025-05-10,2025-05-10,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, West Bank, Palestinian Territories","31.816669, 35.291229",Point,Origin,,2025-08-09T21:06:45.935564Z,"Palestine: 5 displacements (destroyed housing), 10 May - 10 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolition in Ras al 'Amud due to international armed conflict (iac) on 10 May.",https://demolition.ochaopt.org/login.aspx,Conflict
189419,Palestine,PSE,32.227291,35.242561,"[32.227291, 35.242561]",Recommended figure,Conflict,total,5,2025-05-08,2025-05-08,2025-05-08,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Nablus, Nablus Governorate, Judea and Samaria, Palestinian Territories","32.227291, 35.242561",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T20:53:37.106534Z,"Palestine: 5 displacements (destroyed housing), 08 May - 08 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolition in Nablus, due to international armed conflict (iac) on 8 May.",https://demolition.ochaopt.org/login.aspx,Conflict
183849,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,7083,2025-05-13,2025-05-07,2025-05-13,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-06-13-may-2025-update-14,"Gaza Strip, Deir al-Balah Governorate, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-16T10:26:07.504617Z,"Palestine: 7,083 displacements, 07 May - 13 May. According to the Site Management Cluster - Palestine, a total of 7083 people were displaced in Gaza Strip, Palestinian Territories due to international armed conflict (iac) between 7 May and 13 May.",https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-06-13-may-2025-update-14,Conflict
189429,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,2,2025-05-07,2025-05-07,2025-05-07,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Ramallah/Jerusalem, Ma'ale Adumim, West Bank, Palestinian Territories","31.806061, 35.326118",Point,Origin,,2025-08-09T21:22:06.011083Z,"Palestine: 2 displacements (destroyed housing), 07 May - 07 May. A total of 2 people were displaced by housing demolition due to international armed conflict (iac) on 7 May in Silwan, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://demolition.ochaopt.org/login.aspx,Conflict
189427,Palestine,PSE,31.83042,35.20549,"[31.83042, 35.20549]",Recommended figure,Conflict,total,11,2025-05-07,2025-05-07,2025-05-07,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://demolition.ochaopt.org/login.aspx,"Beit Hanina Village, West Bank, Palestinian Territories","31.83042, 35.20549",County/City/town/Village/Woreda (ADM3),Origin,,2025-08-09T21:14:40.106382Z,"Palestine: 11 displacements (destroyed housing), 07 May - 07 May. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced by housing demolition in Beit Hanina due to international armed conflict (iac) on 7 May.",https://demolition.ochaopt.org/login.aspx,Conflict
